pan_id,phone,cibil_score,total_accounts,active_accounts,total_loan_repayments,timely_loan_repayments,active_credit_cards,total_credit_card_repayments,timely_credit_card_repayments
MBMBB0901H,8275622882,470,3,0,172,70,5,15,6
TIIMA0895H,9437768489,449,3,0,37,32,5,29,28
BIRXZ3997Y,7795671583,582,10,6,220,85,3,26,17
PWEDC0928P,8577729345,630,11,8,66,58,1,49,5
CJAHP7829V,9631869322,540,12,8,24,24,3,4,4
FTTIM6331U,7419482288,755,14,10,52,18,1,12,9
QKSUC8281H,9941943846,590,2,0,129,116,4,33,8
UJSCT7504A,7623838861,510,3,0,203,133,4,59,9
SCNWJ9491Q,7944238643,602,7,4,178,114,1,53,32
QDJEN5490V,9835717283,575,7,3,105,61,4,51,20
XUQIG5631R,7232241777,801,3,0,50,30,4,7,5
CKVPJ1134L,7864224627,609,11,8,195,152,1,29,5
REQQF4574E,7482597723,819,12,9,69,28,1,49,34
IYBYX9786F,7224532973,653,12,8,97,40,4,56,52
HDPSP2580J,9631538526,599,7,3,42,18,2,42,15
MNNWN1349O,9585675782,612,13,9,49,46,3,39,16
LGWPV8323D,6617525578,839,9,5,171,159,4,44,36
GQNJI5292A,7394397276,513,6,2,215,89,2,8,4
DCFME1873G,6427535744,734,12,9,52,36,3,17,13
JFOMT2209A,9226237297,561,5,1,136,53,3,56,19
TLWDE7630W,8878546887,406,7,4,210,195,4,35,24
SGLXD9027C,6544685188,775,12,8,37,24,5,51,16
DRGXU6949V,7255341863,556,7,3,45,30,1,50,38
SIVLE0657Z,8717123222,597,14,11,104,63,1,58,33
ETVHR9955F,8175941338,829,5,1,170,64,1,56,56
FHANI1787I,8714479677,588,11,7,128,31,5,38,30
XITJK4608Z,9789767246,611,10,6,230,101,2,18,5
LVRMN5961K,8865116429,449,2,0,231,149,5,58,34
LRAVL4387O,8159822136,506,10,6,207,130,5,58,19
GKYSU3157P,8913696327,468,10,6,67,54,5,58,35
LRUJE3277K,9743557623,764,9,5,40,37,2,50,32
DPDZH8788B,9486835443,417,2,0,168,35,5,49,23
JGYTU2410T,8745753963,444,8,4,114,44,1,11,10
OCIOK0470F,6546823766,805,4,1,171,28,3,38,24
PJGLL3109M,8884516383,703,2,0,214,189,3,8,5
HPNCB8010R,9666573873,573,2,0,240,219,4,30,25
FVATT4912A,8452277267,667,10,6,64,41,5,21,9
MPPTB4456S,7855869842,479,9,6,124,48,4,51,31
JYSHP5111P,7954732678,681,2,0,204,184,1,60,36
YRVVI8108H,8277445554,538,10,7,189,131,2,53,9
BPMNV7638N,6233126769,742,2,0,200,147,2,50,20
DEHEE8538M,6533773672,444,9,5,139,66,2,39,32
MSJXU9336F,8227313263,509,12,9,74,64,1,23,20
WGYOR4245Z,7946676988,727,10,6,26,24,4,22,6
XMAAZ0667D,7526851616,709,8,4,215,146,1,23,6
VPDXG7620Z,7661545554,767,11,7,101,87,5,51,6
EKRHB6928P,6492889555,407,11,7,187,146,5,17,7
ERULB2893U,8714319526,632,9,5,214,51,2,43,12
ZQADG3041X,9877424535,688,6,2,147,123,3,43,22
ELNSD3530L,7832483615,796,2,0,229,102,5,38,37
SMKOY4937F,6366188248,659,4,1,24,19,5,22,15
XZPRS9030Y,9648929625,806,6,3,118,77,5,40,17
CBWGD1952V,6467154268,708,4,0,54,29,2,55,25
XAQJH4303D,7778665377,546,8,4,49,40,2,60,13
HBPNP5795Z,7365436479,683,3,0,29,25,2,41,10
PYOSQ9734D,6967335152,844,4,1,160,61,3,5,5
BJIQF0174N,9242713657,850,7,4,18,18,5,9,9
KPCJW8164Q,7294672338,524,10,7,43,27,5,32,25
BNFEZ9368Z,9886655448,444,13,10,158,31,4,39,38
OYDZA4933R,6483545862,504,3,0,108,34,2,58,13
APANG1933R,9856558335,416,9,5,234,191,2,28,16
PLLGZ6240H,7857782741,820,12,8,156,87,4,25,21
MBREC6790M,8415281667,439,13,10,209,21,2,4,4
WLBKQ6339I,8572885466,440,3,0,104,36,2,12,4
SEAEJ7222Q,7237545256,446,3,0,215,180,2,16,14
KPVAS0784T,6626326356,555,3,0,180,174,2,16,16
ROTHH6496U,7913474375,819,9,5,132,37,3,57,48
KFQUQ7544C,9132478151,686,14,10,199,123,5,18,18
NCFRQ9398E,7248846172,618,2,0,189,19,2,31,11
CPLQD7532J,7932482635,727,8,5,197,99,5,29,14
VAMTT1613Z,6797287748,703,11,7,144,78,3,57,22
NCKHR6144Z,8186645764,405,8,5,173,67,2,55,40
BVSGC1395M,8766345684,471,14,10,202,114,1,34,23
QDQJQ4139I,8326843668,442,4,0,42,22,5,39,16
SIWVH1553O,6399742856,753,9,6,20,19,4,29,23
TCGZX6969H,9143948232,410,6,3,85,46,1,37,18
PMKON9927Z,9983936614,847,8,4,206,140,5,24,21
KTSVE7289G,8454477494,622,5,1,47,39,4,47,8
NFWVE5672W,9432357384,617,14,10,222,167,2,27,24
TNQWK0287D,9655225562,750,8,4,125,76,1,40,36
DEMPB0405K,6878775251,758,13,9,20,19,4,47,39
AKEEQ1484E,7175842368,538,5,1,214,132,4,40,13
NFGGM1272V,7246139628,755,4,1,105,36,5,23,19
TNFQR9722A,9552435625,632,6,2,67,33,2,21,7
ZSFNF1371U,8173535776,464,7,3,37,19,3,24,19
BXMEV9502F,7646627757,801,14,10,143,93,4,49,20
APJAH4903B,6244462538,404,2,0,76,75,2,22,21
IKHLD3005B,6244354584,610,4,1,94,31,3,14,7
KCBGX5025Y,9746523233,849,2,0,172,139,4,24,6
DFBOI9980F,8561337175,420,10,6,118,67,3,27,5
MXZMY9324R,9817336425,540,13,10,102,93,1,52,50
EGQPQ6067U,6399641664,418,3,0,201,175,2,4,4
PFCCF4963F,8772583282,850,10,6,204,103,2,10,6
JWAVU1519C,6269727642,512,8,4,35,19,3,57,6
CTSGM8229P,8882948664,490,8,4,215,91,5,16,6
IJTNV1498E,6383928238,470,11,7,27,18,5,50,15
AOROS8131O,9476751655,514,8,5,91,19,3,37,14
AQYWU7912M,7836114753,433,7,4,177,161,4,49,13
ABZAC5960S,8888554124,445,7,4,49,42,4,5,5
XFFFY3823W,9274865242,509,10,6,68,52,1,12,7
QSOOI7357I,6287392657,688,14,11,148,73,3,44,32
UNFOK4853G,6584274688,605,11,7,147,50,3,25,4
DHCNJ1483T,7331256763,708,5,1,19,19,1,53,44
SVAKA0861H,6127633163,782,4,0,207,176,2,40,20
OZWDF3953F,7481273385,808,14,11,178,60,3,8,5
DNHTB3663J,9536588277,458,5,1,230,99,4,46,5
DDABP9177Q,8732292364,447,11,8,217,81,3,25,19
YNGJW2563C,8153739154,594,10,7,72,36,3,32,31
DNWXR2164K,6856817653,760,11,7,132,86,3,44,30
HEMGA9924S,8433847846,400,6,2,222,103,3,8,8
WMDKL9520T,8214373384,824,8,4,232,30,3,18,14
UNYLI9914H,6636526823,676,8,4,175,143,1,31,18
EUEGD8580V,9398159475,757,3,0,136,104,5,24,11
HLCXM8079V,6335539475,658,2,0,38,26,1,22,13
HLAFT6776L,8183228713,587,5,2,160,108,4,52,30
UVJUN6142E,7422764233,785,8,5,35,18,1,42,33
LIROD7629S,8445863334,540,14,10,103,30,4,47,36
AESJF9747F,8673482258,467,3,0,140,62,3,50,22
NBCEK7088T,7381187586,503,8,4,221,220,1,18,5
YGMNH7090L,7573482577,700,8,5,215,206,3,58,21
BHCXM5552A,8855772497,662,6,2,83,51,5,44,23
BTNAB7665M,8563598744,734,6,2,40,24,4,30,10
JLWPX8244N,8797723471,484,9,6,82,42,2,21,19
NVEDB8571R,7266363846,597,14,10,69,29,2,20,8
WDLAT2572U,9661319433,562,6,2,136,40,3,23,17
RKWVM3208J,8444653629,591,3,0,235,111,4,23,4
JNQUE8688S,9711629339,606,10,7,93,47,5,20,12
YVYKT6518H,6768468295,787,2,0,156,100,4,40,30
LNFAW1951V,8887864934,690,7,3,55,32,3,51,11
TTCDC6579H,8737429466,477,10,6,110,78,2,11,4
SQREA8835E,6541384438,718,14,10,37,36,3,46,40
CSVDK9975O,7587237142,579,8,4,136,114,4,54,31
HBZEG4342X,6115622462,769,5,2,136,74,1,26,4
PPMLL0295U,9476456857,514,3,0,231,230,5,9,5
BBGFF9786D,8814527358,573,10,7,80,50,2,19,4
KWJTH0639T,7234335453,712,14,10,209,161,4,54,42
JTGUA6662B,7635746615,756,5,1,174,38,1,52,26
MGQYG0278P,9657818372,672,4,0,86,79,3,41,27
PIJQH4821L,9665875734,736,3,0,172,83,2,10,6
YSXKT5311U,9157187827,685,10,7,89,22,3,52,40
ODWQX0322H,9231693948,798,9,6,171,129,2,46,23
WMUEW7484S,6725297365,565,3,0,105,24,2,43,18
TNPHR9390W,9662328223,423,13,9,220,193,5,43,38
CUHRS9680P,9383995551,616,2,0,68,24,1,38,23
GQOHM0941E,8575632864,447,13,9,27,25,1,28,18
JMBWZ7756K,9512952488,436,8,4,69,27,2,43,26
CAVVS8447E,9543355817,574,7,4,135,20,4,44,11
EDBPZ8677E,6423377777,461,14,10,63,35,5,36,25
ZAWRV7142M,7354629772,559,11,8,81,73,4,46,43
EPTYA6660U,9836324544,475,14,11,189,173,1,12,5
XBHAK2067B,6564435626,601,6,3,26,21,5,6,4
OHUTX3150D,8448385692,666,8,4,212,189,2,16,6
EFEIE7346P,7157866437,432,6,3,73,25,5,20,17
INMFX5756E,9456298254,766,4,1,69,51,4,11,7
EFIUM9577X,8727942254,743,8,4,164,156,4,22,13
DXDRE3149Y,6578484278,576,8,4,114,42,4,60,45
PTMAU8227W,8956637722,671,3,0,21,18,5,27,22
JPBYE6147P,9666473772,449,14,10,238,149,4,35,28
XRDPN0538H,7534547563,716,7,3,132,97,2,4,4
OOESC0300U,8976672149,728,7,3,215,37,3,45,23
ESYVJ3538Z,6283623224,829,2,0,226,182,4,8,5
LOFKU3368J,9553474992,536,14,10,49,33,3,13,11
YFEZY3759U,9785251344,474,12,8,103,56,5,58,20
FZUVI5111Z,6182376444,503,12,8,203,57,4,34,15
UHRSY9136K,7261356672,834,13,9,187,154,5,32,29
GLSIO1832O,9894222633,648,11,8,143,39,3,51,44
MEQLP3061C,9777794364,565,10,7,43,34,1,8,6
GTDKK1662I,9686248643,480,8,4,162,37,3,27,27
FIYGT5961F,7258621657,525,8,5,157,101,5,46,17
NZRTS0623V,8446218736,427,14,10,94,39,4,18,9
DAMMC9567Y,9723761962,602,6,2,45,32,2,21,8
OLEHY8738C,8377884864,684,10,6,19,18,4,47,40
ISYNX1653M,7146497377,732,8,4,236,109,4,50,10
EQSQB3105E,6594226536,784,7,4,185,140,1,22,11
USYUP2595N,6451637684,550,11,7,206,148,3,59,28
WRPHS2229A,6542352752,777,6,2,69,67,3,42,28
AQREL0598L,8843541694,575,2,0,70,36,5,36,22
OAHEY2323W,8531721114,722,5,1,150,81,2,30,20
DAUFK9417P,6754327592,485,10,6,137,45,5,14,13
SRYKB5106X,6663554788,457,5,1,44,24,1,24,12
PWRFE2708Q,9449347339,419,6,2,112,73,5,20,18
GLVIN5156M,8672856145,457,4,0,29,24,3,21,19
BOSBW9795A,7632864449,839,12,9,134,44,2,23,11
TCEHJ3413O,8254444556,681,14,10,36,26,2,17,12
HUKGD1726U,8236122757,561,9,6,215,117,4,47,30
FWQTK9442G,6352196546,543,13,9,158,54,1,14,4
CNZGT8611N,7381218183,408,12,8,238,112,2,29,16
TPURN9088K,9123122317,438,6,3,210,28,4,16,12
PAJAU4762G,6655574816,468,14,10,23,18,2,46,34
LUREU6579S,8386787824,669,3,0,218,76,1,40,28
XRCDS4421N,8486688846,765,12,9,225,151,1,8,4
CZGLY5615T,9677324164,748,11,7,142,27,1,55,19
HMJQM2699Q,9599463795,812,13,9,50,28,3,36,16
MBILZ9036V,8325472585,545,6,2,57,18,5,29,25
YOUUO7610Q,8898537866,458,6,3,230,157,3,4,4
BZQNN1103C,8781677236,544,7,4,188,169,1,24,7
DRHAG4666B,8554748445,452,12,9,195,169,3,16,13
WASAP1899B,8554385267,438,14,10,206,123,2,19,17
FASJN1160U,7892844247,429,2,0,122,87,2,10,8
HAECJ2201A,6933473367,430,6,2,174,29,5,36,27
UYOSY4982Q,6743438768,760,7,3,59,47,4,12,9
ZVFNK3023S,6284638363,470,10,7,124,46,5,10,5
YEBGM1368O,6933536183,681,7,3,87,65,4,43,39
RWHYW9715Q,9623268268,630,7,3,69,18,4,50,22
KLQCV1814R,7566264621,808,8,4,210,119,1,26,11
BONEZ4800I,6897469337,493,2,0,36,34,2,52,13
AFSUE3751K,9732123577,784,6,2,216,178,3,55,13
ZUZOY5591R,9436757556,759,4,1,125,47,5,23,12
RQQHQ9900V,8744656268,717,6,2,131,67,3,56,33
UTBFY0821Q,9373379854,724,5,2,59,54,2,47,17
OANVC1050W,9729323857,688,2,0,203,102,5,40,25
VWVBC0566A,9875838688,629,10,6,222,26,3,54,46
RYXOH9328Q,6726447787,823,9,5,178,18,4,45,27
PWOHH1418U,6522762783,430,11,8,146,68,1,40,21
QNQDF6618D,6521764952,723,11,7,229,127,5,26,22
FVSQC2275A,7244255322,751,9,5,85,74,4,44,16
NZVGA6714L,7487726555,517,13,9,215,86,4,11,8
OGHHP6896O,8648792818,740,12,9,91,25,4,35,25
QTGQR0161D,9795424837,445,10,7,50,23,2,59,57
JTOGY4435B,7317413328,767,12,8,107,64,3,14,14
GTMFS3431B,7546445111,846,7,3,219,208,5,46,16
XDBYI4225B,9742825152,764,8,4,113,49,1,34,5
GSAAB4941I,6671728987,790,6,2,224,155,5,17,13
SVWVB6396D,7324462866,755,5,1,205,54,4,55,20
FCZXM2920A,8642363357,770,7,3,194,182,3,28,24
IAZAG7697T,6269718923,506,10,6,205,180,1,37,15
AXVQI6110M,9495332452,429,4,1,42,20,5,6,4
ICKLU3733P,7468872851,546,3,0,142,120,5,52,21
HUPUO7218V,7556261687,401,13,10,221,152,5,36,30
IJPSG6686V,8853143121,635,7,4,212,79,5,49,42
UDXLZ4665X,8678974526,816,5,1,167,103,2,6,5
MZCGE5835J,6737842733,563,3,0,80,36,2,25,21
QXDNP4619V,9924544987,753,2,0,87,44,1,32,24
TPRBX7958F,6455635288,617,6,2,124,84,3,19,13
JRFWO9829C,6276958837,456,7,4,239,160,4,49,7
LOQBE5883O,8395572354,658,10,6,70,63,2,11,9
WGRMD3114N,6123912484,675,3,0,186,65,5,33,8
THOYS7100K,9841738285,747,5,1,159,151,2,14,8
OTGIA5590M,7264125246,423,14,10,22,20,1,6,4
QSJAA0491A,9444974817,819,7,3,43,43,1,17,10
GLKXH7251A,6632734562,833,13,10,80,19,3,8,7
WMEVO3448K,8365582828,644,14,11,198,83,2,4,4
JPUXR9642G,7688668553,778,3,0,66,65,1,39,22
TWGCW7625I,6646257377,514,9,6,28,27,4,14,4
ZIJZO8299B,7968831835,543,7,4,114,64,4,14,4
YYXLF3102H,6568625893,498,3,0,161,77,3,55,48
OHVSE2477I,7819889376,551,4,1,43,20,4,22,19
VFANM1091V,9244813917,484,14,11,225,52,2,52,50
MKNIT1018F,9219628559,587,13,9,145,29,2,33,26
FYSVO2772Y,8755763274,540,9,5,149,25,5,28,8
YLPQE9175N,8226728342,630,10,7,161,63,3,51,25
BSIGJ2840B,7611386534,611,6,3,193,135,5,27,4
UQDAW2526R,7526817587,676,7,4,92,92,1,33,21
MYBKC8994C,9612566794,452,14,10,221,147,5,22,11
LZPPE3979M,8311295258,828,4,0,25,25,3,40,25
VWXHS4113D,7194698427,608,4,0,128,126,2,27,9
VQNXD6751A,6794441293,546,9,5,208,136,4,4,4
ELYKG1946S,7512638425,725,14,10,91,31,2,26,4
RSCUK3142W,8564473322,782,3,0,198,18,1,6,5
WZHJL6711X,7538847843,832,3,0,100,22,3,52,52
VQOAF3126O,7339543388,517,3,0,18,18,5,12,9
HNHEP7258O,6436583361,740,5,1,116,25,2,47,16
SMKTI3798C,8783951232,722,13,9,167,166,3,7,4
CNGGC9424X,9321153758,823,9,5,31,22,3,5,5
FRINV8900P,6472847893,671,13,9,189,65,3,7,7
RDABN5879A,6821285542,715,14,11,34,30,4,5,4
LOBDU9460Y,6297112255,804,11,7,181,115,4,42,30
NXTQM5676B,6172166998,842,2,0,49,46,3,38,11
OLTOZ0309V,7634647281,457,8,4,95,95,1,8,5
YLXDM1331L,6242757529,655,9,6,223,146,4,50,46
EAJRJ5759A,9484533224,450,2,0,96,19,5,34,18
HSPLJ3092I,7945355446,512,11,8,151,94,4,24,23
VKSJL8555N,7876847824,472,7,3,105,34,5,44,40
ZLPUW0183B,6356262663,712,14,10,105,94,5,39,7
HMGXI0358L,9248773287,745,4,1,186,61,4,30,29
HLLOF3359R,7987386681,665,3,0,99,76,5,47,5
IABEP0288V,6812278853,663,13,9,156,153,5,53,16
VSEGG7514J,8475652544,682,3,0,118,52,5,22,19
PAFAS7785G,6378334277,620,6,3,143,137,4,22,17
ENNBZ3669W,7292733453,598,6,2,108,106,3,48,28
QQMRI7591Y,7977811498,848,14,10,57,52,1,53,38
VTKCI9406R,6834637795,806,14,10,71,41,1,42,31
BETYV7281X,7848278623,457,11,7,79,26,1,11,5
NWZDZ3861U,7446732892,598,13,9,33,23,3,17,8
PHVOX1303L,7157536842,832,10,6,34,25,2,23,17
HBOHL5447N,6525323247,620,12,8,144,77,2,10,6
BVMZN3864N,9443345753,676,9,5,100,57,2,54,17
MLIQB2000Q,6678582564,797,4,0,217,46,2,33,8
EWYIJ7619C,7828993438,769,6,3,199,161,1,21,4
VURZJ4465F,9283884656,709,11,7,89,84,3,60,21
OVXOI4392P,9893147316,710,2,0,193,88,5,21,18
SQUYN0667R,8976953788,542,2,0,195,126,5,30,13
CNBBV3723W,6222874483,563,3,0,198,127,5,11,4
DVQTF8677B,7818617855,623,12,9,226,63,2,9,6
IMDHZ7813N,6358975842,789,5,2,178,86,3,34,30
PGJEW2126D,6875567463,724,2,0,217,41,1,7,5
LKKIO6478P,9163582391,832,14,10,173,140,1,54,41
PTNFB6343C,9858488248,464,2,0,236,229,1,56,19
WIROQ3657K,6433644381,778,3,0,32,24,2,25,14
NLNFR1501E,7542587438,468,11,7,111,46,5,6,4
INUSZ3518U,6629643398,642,9,5,113,109,3,45,16
CWMRQ1263R,6634145236,435,6,3,63,45,2,15,12
DEAZC5280Z,6526423955,768,3,0,142,129,3,33,5
EZBMQ1866L,9454246636,655,13,9,31,20,4,38,37
DJRJJ1865A,6635321483,757,2,0,33,24,1,44,25
AXKYM5052Q,6733967786,732,4,1,124,34,4,29,21
OHMWP6915S,7272576462,575,4,0,70,45,5,15,15
AWVSK7933X,9432778863,838,11,8,192,71,1,22,20
FTAEU0566C,7322742784,561,13,9,54,26,3,47,15
NWRIT2819L,8533834354,677,14,10,85,39,3,4,4
REAOO9823L,9929334356,736,8,5,48,26,4,9,4
WUVNQ3810B,9382947437,677,6,3,87,58,4,13,13
UWDML7651R,7527862497,412,13,9,84,20,3,36,13
GYJNG0248A,8582654732,459,14,10,185,118,2,6,6
PJLDW9802P,6758552781,818,5,1,143,120,4,16,14
XPHPR9405B,6523567267,552,8,4,43,30,5,11,8
JNYEC4439V,7326253474,773,4,0,163,47,4,47,47
BSQEL8307Z,6938824413,447,3,0,51,23,5,54,51
OWUSB4417V,8521354161,406,14,10,163,151,4,15,12
RJVEM0628M,9866768363,493,12,8,154,124,5,12,11
HZAIV2354X,7467886588,505,9,5,60,30,3,11,11
AQPNA9097X,8445975222,721,10,7,46,21,4,41,10
LFCIL5016Y,8337236578,553,12,9,172,82,2,51,13
BCYEB8496Q,8464328855,776,11,7,152,57,5,35,14
OTUWE0891D,7247482659,559,14,10,222,26,3,56,56
KRZXP6283Y,7582383792,502,4,0,32,24,3,9,5
YSMMO0176Y,9876491565,468,6,2,129,93,3,33,29
SGUGE3493Z,7749977337,589,6,2,37,30,4,37,22
QBCNF4300Z,7896853314,412,2,0,59,22,4,9,5
HFXSV4387P,6785894724,533,3,0,225,166,4,20,8
VRRBW2345T,6699462445,691,12,8,116,34,1,50,22
APOYS2158K,9954387343,708,9,6,27,23,2,50,13
WZEHI7876W,8273461448,684,3,0,79,58,4,21,17
AENKC0063B,9136248567,705,10,6,229,195,4,26,5
KVGRG1442Z,8276951897,406,13,10,195,75,2,52,47
IYKXV9337L,8218352824,665,5,1,117,92,5,36,13
WNYRQ2314E,7643212782,552,5,1,238,127,5,34,26
VFJHK5575R,9586634375,525,14,10,34,34,4,26,23
EIAIZ3435E,7387557818,802,5,2,127,35,2,19,16
BIQCT4628R,9257328865,711,11,8,147,20,1,29,7
JFIUA1152D,9372665568,626,12,9,27,20,1,52,7
GMGXC8969O,7991383723,446,7,3,175,60,4,58,29
LWLXK0531W,6437743546,602,3,0,53,47,2,59,31
FOFRJ7035C,9172255473,616,8,5,95,70,3,58,10
DPCLW0123U,6373245826,838,14,10,43,36,5,44,35
JPLON0978C,8118679325,576,4,1,135,126,5,39,21
NJLOQ4641Z,8338617384,817,5,1,151,25,5,12,5
HKWQS8477O,8175244671,515,7,4,237,228,3,53,51
DKEYE3597N,7643497277,763,2,0,100,40,2,20,4
XOVHC4059E,8456438566,400,2,0,191,132,1,21,20
LMWLS6463M,7885633333,493,9,6,221,74,1,57,25
FOXRV9519N,6462855244,702,2,0,226,139,4,42,22
BDZLZ2265T,7353544225,554,6,3,208,65,4,12,11
XLHAY9013K,8885528345,741,8,5,205,201,5,30,7
YFTLQ6996Y,8816893264,742,13,10,212,39,5,60,31
PCETF6301F,9241225852,559,8,5,159,18,2,8,5
OMMBZ1076T,6668611259,592,14,10,151,80,1,47,7
DNCZS5083T,7145867528,765,9,5,144,49,5,24,22
LNCYC5037D,6666828345,562,10,6,220,172,2,36,20
ZNCTO9923B,7548693135,443,11,7,97,95,4,5,5
AXCOI4360F,6678975623,507,8,5,142,136,3,28,18
SHYYA3459K,9277963291,749,2,0,223,216,4,26,11
IMTTO1710V,6552658638,561,10,6,99,89,5,47,17
HOCTE9728S,7289559887,825,8,4,188,181,1,10,9
GGEPN6334Z,7872845258,839,13,9,198,177,1,49,16
ZHMDZ6614N,9382376483,462,8,4,167,105,4,13,13
XAOOE7998B,9194179356,640,13,10,156,119,2,32,29
VEJRO4736Z,7634646498,714,4,1,168,48,4,26,20
XZLZO6730D,6425891294,831,13,10,87,84,1,16,12
AOBBZ8777K,7651523432,473,7,3,170,36,2,15,8
FNRMB5381V,7865187395,741,9,5,177,49,5,8,5
HPJGI1506D,9723135523,501,14,10,167,156,1,49,16
LUTDE4463N,9655842386,549,5,2,103,77,3,7,7
VIBIB3577E,7852312563,834,5,1,32,24,4,55,55
SHBJG7399Y,7136861846,665,10,6,197,165,4,48,14
VMNXM6820B,9413157572,432,13,9,99,65,1,4,4
XZCFY4057Q,8484858694,516,5,1,187,132,1,15,9
DKVRM2641X,7295639438,471,9,5,102,18,5,34,13
KGKHY7951U,7366784873,524,2,0,61,21,5,59,38
DZGVV0572F,6331747376,795,14,10,115,113,3,57,35
YHKTQ6521D,9455764414,806,5,2,178,74,1,30,16
MCQTD2373N,6947587384,673,5,2,144,30,3,7,4
HGWYR5743S,9325876392,691,9,5,173,64,2,45,22
CBUZY2862A,6343924152,836,13,9,119,30,5,4,4
IZJII4804P,8744329668,578,3,0,87,75,3,53,5
FAHGL2852K,8258535819,518,7,4,75,49,1,36,15
XJNQK8026K,7837392526,791,6,3,86,38,3,6,5
ULKJC4377C,8325865648,652,12,8,154,34,4,40,36
EWLVW8572C,9472282556,667,8,4,84,72,4,4,4
KHPWO5998G,8825713665,802,2,0,97,53,3,49,32
SQYOA1216B,8251337778,539,3,0,135,125,4,14,14
WAJGX5126M,6427645584,730,11,7,134,38,3,30,27
EZCRK5559Y,8345682584,496,14,10,213,90,1,58,40
XXTZS7191I,6358331599,635,8,4,173,98,1,19,9
XOPRD9773T,7872151263,651,11,8,139,111,1,15,13
JSXED5291T,7166521189,840,6,2,128,99,5,8,6
NFEKM4066L,9623263764,653,12,8,217,26,4,36,5
DTYVR9673N,9748463783,820,7,3,151,37,3,43,19
JQVHF1867R,6356459568,536,11,7,19,19,5,36,17
EEXMA1221Y,6552843352,849,8,4,169,100,3,47,7
XNSZW4302D,9284644562,494,6,2,137,70,5,37,28
UEUFN3433D,9268855855,750,9,5,66,27,4,17,5
YBLOI6596V,8821178286,486,2,0,68,54,5,22,10
PEXFH4287L,6343276382,546,5,2,71,38,1,32,20
MADBY6968U,7757257295,766,8,4,53,25,4,46,41
JXRDB6054I,8611523558,743,9,5,135,50,3,19,10
NIIHS4901H,6388445422,648,10,6,239,50,1,48,28
IRYGR4989X,7893555481,670,13,10,175,134,3,17,12
KYZAM2008K,7135812626,749,8,4,187,31,1,37,10
DDYBV3378Z,8287448993,667,7,3,93,79,4,20,18
XFSEO5048B,7848696739,494,14,11,210,161,3,18,4
DCQXQ0406M,6329351756,795,9,6,165,102,5,9,5
RGEDN7948L,7379237549,557,5,2,171,120,5,4,4
KMTEA3475Z,6863344275,665,8,5,28,18,3,60,50
CATSA3400R,7654357417,599,10,7,133,29,5,21,6
OIHDH6437K,7493348222,533,13,9,40,23,5,30,12
QABAK4319K,8218357531,744,7,4,150,84,3,7,4
FPBKR1126U,7235637375,836,3,0,173,81,2,4,4
FCJED5944Z,7517981845,790,4,0,219,79,2,43,38
RWESP0796O,8896164758,752,4,1,76,42,4,45,38
IIACF1769D,8647458554,463,4,0,161,79,5,9,8
FRZOU3992P,6747485327,585,14,11,106,48,1,22,10
BNSLE2260K,8278812316,846,5,1,30,29,3,50,11
UTTCA9727G,9855344931,803,10,6,24,20,1,13,13
INVBM2037Q,7758477963,685,13,10,205,55,4,13,6
MRZEM9521U,6475788656,601,2,0,33,30,5,11,10
IZXYM8587T,7343852956,427,6,2,221,206,1,15,7
FXWRN3856I,9863477333,641,2,0,187,35,1,59,29
KYRLH2723R,8795248396,686,10,7,160,84,1,30,11
WLROQ2238I,7276282697,836,3,0,84,67,5,53,14
GDQLI3688W,7623418674,578,2,0,78,74,3,21,19
TYMXX0476O,8942634329,822,3,0,154,59,3,13,12
VFAJU7642M,6871353453,474,9,5,161,121,1,13,7
OYOOM3600C,6321868582,686,3,0,125,91,2,9,7
KBPZI0492T,7833545542,422,2,0,237,122,3,21,19
MLMJI1344N,7544293255,841,3,0,170,62,3,26,18
UHMFG7830G,9465126953,825,8,4,103,36,4,32,17
TGKUU4743S,9623123768,488,14,10,104,65,1,49,8
FDICB1579K,7226645642,609,6,3,119,71,3,50,16
WHVTS4735F,6591237782,584,5,1,204,201,5,11,5
WOATG7595A,6865747862,676,13,9,189,45,4,17,10
BIPIJ7324D,9341432653,800,14,11,189,144,5,54,29
DJHRS4140J,9754512843,685,14,11,141,57,2,9,7
LMMIX7829D,8638944838,609,12,9,220,106,1,59,30
QYPQO6885M,7412575176,750,8,4,21,18,3,24,4
GVPZN2856P,7753233286,820,11,7,93,18,3,38,9
NBQID1844C,7362468415,497,11,7,149,95,5,7,6
ABMPG6871U,6317813566,507,9,6,185,159,4,10,10
IGZVT8167P,7728176987,834,12,8,134,96,3,57,20
DUQYB9622V,6581337884,578,8,4,19,18,1,23,18
PITGD1799X,9638568949,587,13,9,26,24,4,4,4
HPFSF0868T,7346728716,734,5,2,103,91,3,42,12
WESZR3464R,9488749667,680,13,9,42,38,1,9,5
OXPUP2816P,8739469995,772,8,4,24,18,5,10,10
BBIYD7636S,6398338822,771,8,4,22,18,1,57,37
GJXYU6347X,7877197632,675,14,10,166,43,1,7,6
WJBHM4101F,6652852424,554,10,6,132,71,4,22,11
VTZWQ3681C,9518744654,435,4,0,19,18,5,35,33
ZZOQC7870J,7612875782,658,9,5,143,103,3,43,25
XZOAJ1844D,8826997272,711,12,8,174,103,3,39,22
TKIAO0293U,9726752572,649,10,6,106,90,3,54,9
RHAMI3928F,8527769754,584,13,9,94,43,4,35,6
